id,t,y,x,w
0,0,-3.3530067919850435,-0.6499424764270612,-0.1184686211424588
0,1,-3.005931209728385,1.2318632871541877,1.4013716329529833
0,2,-3.9349849475914223,-0.8499680413543697,-0.2297450326564238
0,3,-4.5879913421117005,0.3400415209219085,1.4525235360533466
0,5,-5.565207080528766,0.1871607525036801,3.181162641562456
0,7,-3.400121822562048,0.2873512285829209,-0.2907799801855261
0,9,-4.469077581095231,-0.3143620455077572,-0.8587623009031562
0,10,-6.105050563785695,-1.5706358001701564,1.4786286309684138
0,11,-4.360245577671641,1.0067148072164072,1.4269240690453595
0,12,-4.203316737100694,0.0170071556590578,0.8278623656023424
0,13,-1.8661427869239864,0.901608135532904,-1.6080258870749669
1,0,-0.139740418249819,-0.8726815035168907,-0.2808699528391934
1,1,1.2309657217390546,1.329330323989571,-0.0392802783464888
1,2,-1.1768565324696434,-2.229919733346037,0.974657641327214
1,3,-0.7248268154947785,-0.2395776101836211,0.9233947557621272
1,4,-1.6296857875988289,-2.100455139326143,1.1323681869132436
1,5,1.1444716538524178,1.0933550911888614,-0.4576354162360529
1,6,1.5121743833318466,-0.0476030123752445,-0.3556560142637335
1,7,1.4072874986172756,0.1030477507243478,-0.2340431024953469
1,8,1.4044566743610036,0.1544344398414209,-1.6784273476380809
1,9,2.365398770160957,1.5265013309782771,0.2361843256195483
1,10,2.47694895247393,0.5227655683187659,-0.090489701845584
1,11,3.2869452636002205,0.97909944721957,-0.7389440428373178
1,12,3.1538750181321062,1.7848633183176967,1.2793263173973033
1,13,1.7868339820533834,0.1981370604474804,1.8744885666933329
2,0,-1.348169345471708,0.3242632454942041,-0.2340937982677388
2,1,-2.63244659134638,-0.2161891200802538,0.8480554700825544
2,2,-4.028060543442124,-1.6875291494950089,0.1038419205763563
2,3,-2.93349428759643,0.5453243713935192,1.222710377905622
2,4,-3.693332929588554,-1.1415531581837464,-1.900914445714004
2,5,-3.5814350102030463,-0.3089088323589062,-0.9225040802778284
2,6,-5.475343720428302,-2.3489775954012493,0.6624596747168545
2,7,-3.3453119282416908,-0.0815758717518588,-0.5540345000761251
2,8,-2.0425626755780857,0.8459351111859073,-1.6796817275544746
2,9,-2.2781486742214936,0.2557736985783173,-0.1537194172557215
2,10,-2.31598943403372,-0.0186661985324703,-0.962869599967575
2,11,-1.6848076198424855,0.6300789811866501,-1.0628031630818289
2,12,-2.285468903529474,0.0110268696535873,0.4227181092269864
2,13,-3.4685867836627784,-0.8305191009704815,0.421451501038255
3,0,-0.3922310212046895,-0.2224502150528483,-0.4267580510099323
3,1,-2.0370782812563704,-1.080261175766689,-0.273051482832566
3,2,-0.6188354807308092,0.9777713310717268,1.2454568266759611
3,3,-0.9525603621238834,-1.9233037838460152,-0.3850275480128157
3,4,0.6711469157644113,0.471469929015593,-1.2540930551871727
3,5,2.1716198552540766,2.0935424521748303,-0.0376487361033804
3,6,0.5837711456693838,-1.3289433502743104,0.2316879889383361
3,7,0.8792208755199484,-0.4039464995276669,-1.1282389776948838
3,8,0.5748107856530886,-0.6980692466158557,0.5504485455766284
3,9,1.7444053363434255,0.1652504194372414,-0.3709946897270672
3,10,2.175837560714692,0.3854557970754884,-1.1881392683421628
3,11,1.1980062646350256,-0.6222808428212074,-0.3665400465194174
3,12,0.4925418968899731,-0.5043933210264366,-0.0819488711561881
3,13,1.7673913733948816,0.5441109405698193,-1.074741101333826
4,0,-1.0000822045816198,2.121865235951283,-0.0829885958057885
4,1,-0.7752731850032508,-0.082459762777757,-1.2122095175411152
4,2,-2.283826766176804,-1.2651130137453677,0.1389895280217256
4,3,-1.7210611723935425,-0.090772360375305,-0.1085505856787499
4,4,-2.815913935562892,0.0065751362731082,2.3619683955629576
4,5,-2.7439749882701334,-1.1918487659779795,-0.381667895217689
4,6,-2.2092988543594383,-0.2180447916211777,-0.2166784064937705
4,7,-2.5719862669644424,-0.7088544222786975,-0.5392865819000433
4,8,-0.9969079553419046,0.7442245686526785,-1.7086953383192445
4,9,-1.794645353550798,-0.6580980898247318,0.6090921382085008
4,10,-1.8268869457115189,-0.8149050085233632,-1.2963002700703838
4,11,-1.1265955172102469,0.9394755125482877,0.7831179548478009
4,12,-2.117112802033585,-0.1527069185269222,0.1566054205794731
4,13,-2.453733841014829,0.1308912321763881,0.825581581775312
5,0,-1.554911698661535,-0.3689275637269725,0.8677101308962152
5,1,-2.9250830622085617,-0.6089532313604633,0.2149920158137576
5,2,-2.127007384921769,0.6364993386557027,-0.4010620024175016
5,3,-0.9839140854575882,0.9060435208108348,0.2258117244487604
5,4,-0.9144681645851358,0.081180418485932,-1.3767610955799745
5,5,-2.475420918242111,-0.5984661537015672,0.6848134558587824
5,6,-4.907200318912681,-2.5312204372360254,0.3967403030651035
5,7,-2.235000562795697,0.6360058257830407,-0.3330668420692199
5,8,-3.0860078759009766,-0.7055798738765022,1.0555706971987264
5,9,-2.077736923933424,0.7417086988615826,-1.911483368181728
5,10,-3.271806363126271,-0.9183606192654484,0.3442907399711008
5,11,-2.304611718325303,0.76550557451309,0.6535394191052049
5,12,-2.4465106569829462,-0.4273357799448788,-1.026868267974732
5,13,-1.5934035240234548,-0.3612322175294813,-0.9989217498008096
6,0,1.816957213619764,0.1383004497736504,1.5163947818912942
6,1,2.2503036041276463,0.6657015432407533,-1.1867897683587825
6,2,1.225745680265915,-1.0085373839308212,0.7239644947599293
6,3,1.8711967387802264,-0.649637990321248,-0.842067293634588
6,4,3.2648375189923278,0.9138384288172168,-1.5500988108364904
6,5,2.982165004201466,0.130719593215716,-1.108316141251893
6,6,2.3784950135438194,0.2015706056179194,0.272704612725414
6,7,2.72391643419603,0.1400399259493839,-1.6338473267702829
6,8,2.567718307276508,-1.0073786487002194,-0.7220808363063655
6,9,1.375805722492314,-1.5547769915184444,-0.2668777614017834
6,10,3.0493270899765186,1.250312386429734,-0.2511697048343373
6,11,3.513095603281114,1.1494713706298427,-0.0609304871264174
6,12,3.9293869881034182,1.097671187013091,-0.0718833508319853
6,13,4.070717598017861,0.9358718146319164,0.617880989695334
7,0,-2.0395521219842783,-0.667033352480376,1.9326627661068887
7,1,-1.2409025471766912,1.090226096651724,2.236298100545248
7,2,-2.922049010445705,-1.1148112833347448,-0.0810335683513302
7,3,-3.0753237587113444,-0.3547576563384693,0.46663335490942
7,5,-1.5419046379160664,0.295575141567971,0.7533711446001398
7,6,-1.702578071392372,0.4546498039883871,0.8113767781182274
7,7,-0.9682360132893444,0.416387649970074,-2.308474221079839
7,9,-2.926327856892608,-0.2950278757909224,1.5007332088490448
7,10,-2.56934118469614,0.5119873045414397,0.5308862389509533
7,11,-1.1030701845354471,1.0956338882396384,0.174908924754494
7,12,-0.6946874305225014,0.3222905987922829,-1.534669151961806
7,13,-0.7641440151561423,1.0736762611744508,0.237733652667359
8,0,0.2601016161133738,1.3493445346659656,0.1337942892199611
8,1,0.275745541016386,0.4934165521249313,-0.4692087134212163
8,2,-0.0223648104767041,-0.4005075002405019,-1.6358704494456815
8,3,-0.6160345897165557,0.4149841690295955,0.2342683342802125
8,4,-2.3273683536155403,-1.0091968802787352,1.8445971377017272
8,5,-1.0198525461639074,1.394621668241972,0.3997829380584247
8,6,-1.5859795994528565,-1.3105191498329525,-0.5177721401246635
8,7,-0.4116472798280958,0.0514113696818406,-0.9169671864709364
8,8,-2.0164501490989024,-1.6584105426296614,-1.1906926557625668
8,9,-0.7299241754590167,0.1441425180015653,-1.4648604581890028
8,10,0.2625669553711766,1.9140655833367972,-0.6992322333014467
8,11,-1.085470459222316,-1.238668920872421,-0.5235659654420064
